"INTERNAL_ID","VETTING_LEVEL","NAME","BIRTH_DATE","OCCUPATION","PASSPORT_COUNTRY","COUNTRIES_VISITED","COUNTRY_1","COUNTRY_2","COUNTRY_3","COUNTRIES_VISITED_COUNT","AGE","VETTING_LEVEL_DESC","ARRIVAL_AIRPORT_STATE","DEPARTURE_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_MUNICIPALITY","Category"
"54","100","Joye Chapman","1981-02-16","Newspaper journalist","Ghana","ET,UZ","ET","UZ",,"2","36","Unvetted","MO","ADD","St Louis","STL","US","ET-AA","ET","Addis Ababa","Journalism"
"57","100","Amanda May","1971-08-28","Psychologist, sport and exercise","Ghana","IQ,PA,AE","IQ","PA","AE","3","45","Unvetted","TX","BSR","Lubbock","LBB","US","IQ-BA","IQ","Basrah","Medical"
"61","100","Pauli Schroeder","1992-01-18","Horticultural therapist","Ghana","GB,KH,ID,DO,KE,QA,TN,AL","GB","KH","ID","8","25","Unvetted","IL","NWI","Moline","MLI","US","GB-ENG","GB","Norwich","Medical"
"64","100","Bab Maurie Chambers","1987-02-22","Sales promotion account executive","Ghana","RU,TW","RU","TW",,"2","30","Unvetted","FL","KJA","Fort Myers","RSW","US","RU-KYA","RU","Krasnoyarsk","Advertising"
"67","20","Tina Williams","2000-08-14","Administrator, Civil Service","Ghana","GB,BY,QA,RS,KZ,ET,MA,LK,VN,UZ,IE","GB","BY","QA","11","16","Medium Risk","IA","LHR","Cedar Rapids","CID","US","GB-ENG","GB","London","Government"
"71","100","Jennifer Serrano","1991-05-20","Engineer, mining","Ghana","IS,AE,SA","IS","AE","SA","3","25","Unvetted","AZ","KEF","Phoenix","PHX","US","IS-2","IS","Reykjavík","Engineering"
"74","100","Tanya Cathy Kim","1987-10-01","Nurse, adult","Ghana","KW,CY,NZ,AE,KZ,MY,PK","KW","CY","NZ","7","29","Unvetted","MS","KWI","Jackson","JAN","US","KW-FA","KW","Kuwait City","Medical"
"77","100","Dawny Linda Sweeney","1982-08-19","Retail manager","Ghana","FI,JM,RU,CZ,BN","FI","JM","RU","5","34","Unvetted","HI","HEL","Honolulu","HNL","US","FI-ES","FI","Helsinki","Retail"
"81","100","Tamma Stevens","1979-08-29","Administrator, arts","Ghana","DE,KR,KZ,PK,QA","DE","KR","KZ","5","37","Unvetted","FL","TXL","Miami","MIA","US","DE-BE","DE","Berlin","Arts"
"84","100","Sheila Lee Terrell","1985-03-03","Scientist, clinical (histocompatibility and immunogenetics)","Ghana","GE,GH,BN,LV,OM,TW","GE","GH","BN","6","32","Unvetted","WA","TBS","Spokane","SKA","US","GE-TB","GE","Tbilisi","Science"
"87","20","Hanny Nicole Lynch","1982-01-22","Ship broker","Ghana","IL,QA,BY,MT","IL","QA","BY","4","35","Medium Risk","MD","VDA","Baltimore","BWI","US","IL-D","IL","Eilat","Other"
"91","100","Donna Osborne","1975-06-13","Health physicist","Ghana","JM,BG,OM","JM","BG","OM","3","41","Unvetted","WV","KIN","Huntington","HTS","US","JM-01","JM","Kingston","Medical"
"94","100","Errie Cinde Pierce","1989-01-27","Producer, television/film/video","Ghana","AL,UY,ZA,GH,AM,JP,KZ,OM,ET","AL","UY","ZA","9","28","Unvetted","OK","TIA","Enid","END","US","AL-TR","AL","Tirana","Arts"
"97","100","Stephanie Deborah Bradshaw","1992-09-17","Restaurant manager","Ghana","MX,AM,CU,OM,SK,KR,KE","MX","AM","CU","7","24","Unvetted","TX","MEX","Lubbock","LBB","US","MX-DIF","MX","Mexico City","Retail"
"100","100","Stevie Hunter","1993-02-05","Radiographer, diagnostic","Ghana","AE,AU","AE","AU",,"2","24","Unvetted","OK","DWC","Oklahoma City","OKC","US","AE-DU","AE","Jebel Ali","Medical"
"103","20","Alison Desi Price","1974-07-24","Air cabin crew","Ghana","PL,JM,RO,QA","PL","JM","RO","4","42","Medium Risk","FL","POZ","Orlando","MCO","US","PL-WP","PL","Poznań","Other"
"106","10","Crystal Stevens","1998-03-16","Systems developer","Bangladesh","AE,MX,PL,GH","AE","MX","PL","4","18","High Risk","LA","DXB","Monroe","MLU","US","AE-DU","AE","Dubai","Information Technology"
"109","100","Sussie Porter","1995-03-18","Systems analyst","Ghana","ES,OM,KY,TN,DZ","ES","OM","KY","5","21","Unvetted","TX","TFS","Del Rio","DLF","US","ES-CN","ES","Tenerife Island","Information Technology"
"110","100","Carrie Ellis","1981-08-16","Academic librarian","Ghana","AE","AE",,,"1","35","Unvetted","FL","AUH","Orlando","MCO","US","AE-AZ","AE","Abu Dhabi","Education"
"675","100","Ammi Martinez","1992-10-23","Estate manager/land agent","Ghana","DK,HK,PG,ID,KY,BR,TH,RU,LV","DK","HK","PG","9","24","Unvetted","AK","AAL","Anchorage","ANC","US","DK-81","DK","Aalborg","Construction"
"678","100","Missie Karina Baker","2001-02-02","Trade union research officer","Ghana","HU,UZ,BS","HU","UZ","BS","3","16","Unvetted","FL","BUD","Panama City","PAM","US","HU-PE","HU","Budapest","Government"
"682","100","Kristen Jessey Reid","1994-07-09","Banker","Ghana","QA,EE,BR","QA","EE","BR","3","22","Unvetted","MO","DOH","Springfield","SGF","US","QA-DA","QA","Doha","Finance"
"685","20","Michele Sonya Davidson","1980-08-03","Warehouse manager","Ghana","RU,FI,RS","RU","FI","RS","3","36","Medium Risk","CA","UFA","Los Angeles","LAX","US","RU-BA","RU","Ufa","Retail"
"688","100","Apri Navarro","1992-02-11","Clinical psychologist","Ghana","RU,ID,SN,IN,PK","RU","ID","SN","5","25","Unvetted","OH","CKL","Dayton","FFO","US","RU-MOS","RU","Moscow","Medical"
"692","20","Cindy Roberts","2000-04-08","Fine artist","Ghana","MT,AE,FR,PK,VN,CO","MT","AE","FR","6","16","Medium Risk","WA","MLA","Seattle","BFI","US","MT-25","MT","Luqa","Arts"
"695","100","Sammie Michelle Davis","1988-12-17","Pharmacologist","Ghana","QA","QA",,,"1","28","Unvetted","CA","DOH","Santa Ana","SNA","US","QA-DA","QA","Doha","Medical"
"698","100","Kelly Shelly Campbell","1974-03-30","Landscape architect","Ghana","SA,AE,LU","SA","AE","LU","3","42","Unvetted","TN","DMM","Memphis","MEM","US","SA-04","SA","Ad Dammam","Construction"
"700","100","Sherri Ford","1976-02-21","Production assistant, radio","Ghana","AE,PG","AE","PG",,"2","41","Unvetted","MO","DXB","Joplin","JLN","US","AE-DU","AE","Dubai","Journalism"
"703","100","Kimme Amy Campbell","1970-04-05","Archaeologist","Ghana","OM","OM",,,"1","46","Unvetted","AL","JNJ","Birmingham","BHM","US","OM-WU","OM","Duqm","Science"
"706","100","Lee Anderson","1992-03-09","Sport and exercise psychologist","Ghana","KE,QA","KE","QA",,"2","25","Unvetted","CA","MBA","Oakland","OAK","US","KE-300","KE","Mombasa","Medical"
"709","100","Jeney Errie Garcia","1977-03-03","Paramedic","Ghana","PA,UZ,BN,BN,LK,LV","PA","UZ","BN","6","40","Unvetted","WI","PTY","Milwaukee","MKE","US","PA-8","PA","Tocumen","Medical"
"710","100","Katrina Allen","1974-09-26","Paediatric nurse","Ghana","RU","RU",,,"1","42","Unvetted","NM","LED","Clovis","CVS","US","RU-SPE","RU","St. Petersburg","Medical"
"713","10","Leigh Katly Weber","2001-07-31","Claims inspector/assessor","Brazil","CK,OM,HK,IN","CK","OM","HK","4","15","High Risk","KS","RAR","Wichita","ICT","US","CK-U-A","CK","Avarua","Other"
"716","100","Laurelle Brand Farmer","1996-01-23","International aid/development worker","Ghana","QA,BA,IS,AM,RU,SG,SG,SG,ME,PK,BZ","QA","BA","IS","11","21","Unvetted","FL","DOH","Miami","MIA","US","QA-DA","QA","Doha","Government"
"719","100","Vicki Nickie Munoz","1976-03-15","Graphic designer","Ghana","IS,UZ","IS","UZ",,"2","41","Unvetted","AZ","KEF","Phoenix","PHX","US","IS-2","IS","Reykjavík","Information Technology"
"720","100","Kristen Ashlee Bell","1988-11-04","Graphic designer","Ghana","QA,AR","QA","AR",,"2","28","Unvetted","IA","DOH","Des Moines","DSM","US","QA-DA","QA","Doha","Information Technology"
"723","100","Tonya Baker","1987-11-16","Programmer, applications","Ghana","LB,UZ","LB","UZ",,"2","29","Unvetted","IA","BEY","Sioux City","SUX","US","LB-JL","LB","Beirut","Information Technology"
"726","20","Adriana Navarro","1979-12-19","Midwife","Ghana","GR,QA","GR","QA",,"2","37","Medium Risk","MN","SKG","Duluth","DLH","US","GR-54","GR","Thessaloniki","Other"
"729","100","Andi George","1978-04-03","Event organiser","Ghana","AE","AE",,,"1","38","Unvetted","OH","SHJ","Cleveland","CLE","US","AE-SH","AE","Sharjah","Sports/Travel"
"730","100","Meghan Jessye Kidd","1973-10-23","Radio broadcast assistant","Ghana","UZ,SE,CK","UZ","SE","CK","3","43","Unvetted","TX","TAS","Wichita Falls","SPS","US","UZ-TO","UZ","Tashkent","Journalism"
"733","100","Jacqueline Castaneda","1977-09-11","Designer, exhibition/display","Ghana","QA,KG,CN","QA","KG","CN","3","39","Unvetted","FL","DOH","Fort Lauderdale","FLL","US","QA-DA","QA","Doha","Retail"
"736","100","Kimberly Douglas","1974-03-18","Accountant, chartered public finance","Ghana","TH,OM","TH","OM",,"2","43","Unvetted","TX","BKK","Fort Worth","FTW","US","TH-10","TH","Bangkok","Finance"
"739","100","Renee Hogan","1977-02-06","Public relations officer","Ghana","FR,MT,RU,SN","FR","MT","RU","4","40","Unvetted","FL","TLS","Orlando","SFB","US","FR-N","FR","Toulouse/Blagnac","Government"
"740","100","Kellye Mayo","1995-08-12","Building services engineer","Ghana","NZ,OM,AM,LY,IL,CL","NZ","OM","AM","6","21","Unvetted","TX","WLG","Del Rio","DLF","US","NZ-WGN","NZ","Wellington","Construction"
"743","100","Sarah Beltran","1985-12-29","Therapist, speech and language","Ghana","MT,UZ","MT","UZ",,"2","31","Unvetted","MN","MLA","Hibbing","HIB","US","MT-25","MT","Luqa","Medical"
"746","100","Sandy Oneill","1984-01-20","Facilities manager","Ghana","HU,TH,SK,IN,SI,IL,NZ,AE,SG,UY,KW,FR","HU","TH","SK","12","33","Unvetted","ME","BUD","Portland","PWM","US","HU-PE","HU","Budapest","Construction"
"749","100","Sami Lissa Morgan","1979-03-02","Designer, blown glass/stained glass","Ghana","BS,OM","BS","OM",,"2","38","Unvetted","IN","NAS","South Bend","SBN","US","BS-NP","BS","Nassau","Arts"
"750","100","Ashley Burton","1971-04-16","Database administrator","Ghana","ID,EG,AU,MY,BE,QA,PL,HR,CN","ID","EG","AU","9","45","Unvetted","MO","KNO","St Louis","STL","US","ID-SU","ID","NA","Information Technology"
"753","10","Lindsay Gina Butler","1971-01-25","Buyer, industrial","Ghana","SI,DK,UZ,HU,LV,CZ,HK","SI","DK","UZ","7","46","High Risk","TX","LJU","Lubbock","LBB","US","SI-061","SI","Ljubljana","Other"
"756","100","Donna Smith","1982-07-31","Transport planner","Ghana","EC,UY,BE,MT,CH,SN,RS,AZ,BA,IE,QA,FR","EC","UY","BE","12","34","Unvetted","LA","LTX","Shreveport","SHV","US","EC-X","EC","Latacunga","Government"
"759","100","Grace Wright","1971-12-19","Electrical engineer","Ghana","GE,KG,AE","GE","KG","AE","3","45","Unvetted","HI","TBS","Honolulu","HNL","US","GE-TB","GE","Tbilisi","Engineering"
"760","100","Angil Rodriguez","1989-06-27","Education officer, museum","Ghana","EG,DZ,PE,AE,ZA,HK","EG","DZ","PE","6","27","Unvetted","TX","HRG","Dallas","DAL","US","EG-BA","EG","Hurghada","Education"
"763","100","Jessye Stacie Delgado","1985-04-04","Doctor, general practice","Ghana","BE,OM,VN","BE","OM","VN","3","31","Unvetted","TX","LGG","San Antonio","SAT","US","BE-WLG","BE","Liège","Medical"
"766","100","Taylor Sharon Gross","1975-09-05","Waste management officer","Ghana","EC,QA,GE,RU,IE,BY,TR,RO,MT,AU,PT,NG","EC","QA","GE","12","41","Unvetted","TX","LTX","Wichita Falls","SPS","US","EC-X","EC","Latacunga","Education"
"769","100","Sarika Margarie Clark","1979-10-19","Editor, film/video","Ghana","GB,CO,PT,UZ,HK,SE,IN,NO,PA","GB","CO","PT","9","37","Unvetted","FL","LHR","Panama City","PAM","US","GB-ENG","GB","London","Arts"
"770","100","Laura Donna Ortiz","1976-12-21","Research officer, government","Ghana","IT,IE,JP,CN,LT,UZ,AL,MT","IT","IE","JP","8","40","Unvetted","WA","TRN","Spokane","GEG","US","IT-21","IT","Torino","Government"
"773","20","Alexis Dennie Lopez","1975-12-26","Claims inspector/assessor","Ghana","AE,PE,GE","AE","PE","GE","3","41","Medium Risk","WV","DXB","Charleston","CRW","US","AE-DU","AE","Dubai","Other"
"776","100","Tiff Laua Wallace","1982-12-07","Media buyer","Ghana","KZ,NL,UZ","KZ","NL","UZ","3","34","Unvetted","NC","ALA","Asheville","AVL","US","KZ-ALM","KZ","Almaty","Advertising"
"779","30","Carro Mandie Collins","1997-01-04","Animal technologist","Ghana","OM","OM",,,"1","20","Low Risk","FL","MCT","Orlando","MCO","US","OM-MA","OM","Muscat","Other"
"780","100","Elizabeth Gayle Aguirre","1982-06-25","Landscape architect","Ghana","PL,OM,LY","PL","OM","LY","3","34","Unvetted","NC","WRO","Asheville","AVL","US","PL-DS","PL","Wrocław","Construction"
"783","100","Christina Mel Hoffman","1982-10-27","Engineer, civil (consulting)","Ghana","KZ,MA,JO,KW,DO,BN,RO,RU,IR,PE,KG,ID","KZ","MA","JO","12","34","Unvetted","IL","TSE","Moline","MLI","US","KZ-AKM","KZ","Astana","Engineering"
"564","100","Christine Williams","1992-03-27","Scientific laboratory technician","Ghana","DZ,AE,LV,HU","DZ","AE","LV","4","24","Unvetted","VA","ALG","Newport News","PHF","US","DZ-35","DZ","Algiers","Science"
"567","10","Cori Jilly Leach","1978-05-02","Local government officer","Ghana","LT,TH,IE,RU","LT","TH","IE","4","38","High Risk","SC","VNO","Greenville","GSP","US","LT-VL","LT","Vilnius","Government"
"571","100","Amey Green","1978-01-02","Engineer, communications","Ghana","TR,RU,IE,KR","TR","RU","IE","4","39","Unvetted","TX","NAV","Fort Worth","FTW","US","TR-50","TR","Nevşehir","Engineering"
"574","100","Lisa Debbie Hernandez","1996-09-20","Television floor manager","Ghana","OM,PA","OM","PA",,"2","20","Unvetted","MN","MCT","Duluth","DLH","US","OM-MA","OM","Muscat","Journalism"
"577","100","Meagan Tamma Fleming","1990-03-09","Transport planner","Ghana","DO,UZ,PH","DO","UZ","PH","3","27","Unvetted","ID","PUJ","Boise","BOI","US","DO-11","DO","Punta Cana","Government"
"581","100","Christine Julie Barrera","1978-02-01","Hospital doctor","Ghana","RU,TH,FR","RU","TH","FR","3","39","Unvetted","IL","KJA","Chicago","ORD","US","RU-KYA","RU","Krasnoyarsk","Medical"
"584","100","Debe Tammy Hall","1976-04-18","Technical sales engineer","Ghana","MY,AE,KY","MY","AE","KY","3","40","Unvetted","NC","KUL","Greensboro","GSO","US","MY-14","MY","Kuala Lumpur","Engineering"
"587","100","Amanda Rice","1992-03-20","Accountant, chartered","Ghana","RU,HU","RU","HU",,"2","24","Unvetted","WI","UFA","Milwaukee","MKE","US","RU-BA","RU","Ufa","Finance"
"591","100","Kymber Mandi Hall","1979-11-28","Pharmacist, community","Ghana","UZ,SA","UZ","SA",,"2","37","Unvetted","PA","TAS","Erie","ERI","US","UZ-TO","UZ","Tashkent","Medical"
"594","100","Brandy Jennea Thompson","1980-01-02","Recycling officer","Ghana","CK,CA,MY,UY,QA,CA","CK","CA","MY","6","37","Unvetted","SC","RAR","Charleston","CHS","US","CK-U-A","CK","Avarua","Government"
"597","100","Maria Gregory","1977-05-13","Surveyor, building control","Ghana","KH,CK,CA,AE,SG,SK","KH","CK","CA","6","39","Unvetted","WA","REP","Spokane","SKA","US","KH-17","KH","Siem Reap","Construction"
"602","100","Monique Tina Ellis","1981-05-25","Civil engineer, consulting","Ghana","AE,CY","AE","CY",,"2","35","Unvetted","AL","DXB","Birmingham","BHM","US","AE-DU","AE","Dubai","Engineering"
"605","100","Tara Sharp","1973-10-12","Designer, fashion/clothing","Ghana","PG,LT,LT,CZ,NZ,SD,OM,TR","PG","LT","LT","8","43","Unvetted","AK","POM","Fairbanks","FAI","US","PG-NCD","PG","Port Moresby","Retail"
"608","100","Rebecca Willis","1996-07-05","Investment banker, corporate","Ghana","AE,AL","AE","AL",,"2","20","Unvetted","IA","DXB","Sioux City","SUX","US","AE-DU","AE","Dubai","Finance"
"612","100","Jessy Cynthia Barr","1980-06-10","Insurance underwriter","Ghana","RU,QA","RU","QA",,"2","36","Unvetted","TX","AER","Amarillo","AMA","US","RU-KDA","RU","Sochi","Finance"
"615","100","Jasmine Collins","1984-07-05","Theatre manager","Ghana","PK,PG,GH,UA,BG,SI,RU,DO","PK","PG","GH","8","32","Unvetted","CA","ISB","Ontario","ONT","US","PK-IS","PK","Islamabad","Arts"
"618","100","Carmie Jessey Richardson","1995-03-21","Nature conservation officer","Ghana","QA,BY,GE,MT,CU","QA","BY","GE","5","21","Unvetted","FL","DOH","Orlando","SFB","US","QA-DA","QA","Doha","Government"
"622","20","Mary Rosales","1986-02-03","Volunteer coordinator","Ghana","RU,MX","RU","MX",,"2","31","Medium Risk","TX","VKO","Fort Worth","AFW","US","RU-MOS","RU","Moscow","Other"
"625","100","Pamela Jul Phillips","1998-07-29","Press photographer","Ghana","RU,MT","RU","MT",,"2","18","Unvetted","FL","CKL","Orlando","MCO","US","RU-MOS","RU","Moscow","Journalism"
"628","30","Rhonnie Lindie Stewart","1977-04-02","Engineer, mining","Brazil","RU,SI,JM,DO","RU","SI","JM","4","39","Low Risk","CA","GRV","San Diego","SAN","US","RU-CE","RU","Grozny","Engineering"
"632","20","Phyllis Wendy Perez","1980-11-15","Herbalist","Brazil","QA,LT,IQ,ID","QA","LT","IQ","4","36","Medium Risk","FL","DOH","Sarasota/Bradenton","SRQ","US","QA-DA","QA","Doha","Science"
"635","100","Monica Johnson","1973-06-02","Doctor, general practice","Ghana","AZ,LV,CA,OM","AZ","LV","CA","4","43","Unvetted","NH","GYD","Manchester","MHT","US","AZ-BA","AZ","Baku","Medical"
"638","100","Mikayla Warner","1972-03-14","Petroleum engineer","Ghana","QA,AU","QA","AU",,"2","45","Unvetted","TX","DOH","Houston","IAH","US","QA-DA","QA","Doha","Engineering"
"642","100","Laur Robinson","1980-03-14","Petroleum engineer","Ghana","SE,QA,BR","SE","QA","BR","3","37","Unvetted","MN","ARN","Rochester","RST","US","SE-AB","SE","Stockholm","Engineering"
"645","100","Rose Apri Santos","1979-12-31","Engineer, manufacturing","Ghana","AU,QA,EG,BE,ET,TR,KH,ID,BA,PT,AM","AU","QA","EG","11","37","Unvetted","CA","BNE","Oakland","OAK","US","AU-QLD","AU","Brisbane","Engineering"
"648","100","Kristie Kim Mcdowell","1983-08-12","Geophysicist/field seismologist","Ghana","SE,SD,OM,AZ,IS,IE,DE,FR,GH,CH,JO,RO","SE","SD","OM","12","33","Unvetted","NJ","GOT","Newark","EWR","US","SE-Q","SE","Gothenburg","Science"
"652","100","Jennifer Tina Pollard","1992-07-16","Teacher, adult education","Ghana","PA,AE","PA","AE",,"2","24","Unvetted","FL","PTY","Sarasota/Bradenton","SRQ","US","PA-8","PA","Tocumen","Education"
"655","20","Gabrielle Kimmey Butler","1983-10-15","Buyer, industrial","Ghana","AE,TH","AE","TH",,"2","33","Medium Risk","TX","DXB","Dallas","DAL","US","AE-DU","AE","Dubai","Other"
"658","100","Natalie Fernandez","1990-12-23","Designer, jewellery","Ghana","KE,BR,QA,VN","KE","BR","QA","4","26","Unvetted","FL","NBO","Valparaiso","VPS","US","KE-110","KE","Nairobi","Retail"
"662","100","Laura Booker","1978-05-11","Educational psychologist","Ghana","BZ,TN,HR,RU","BZ","TN","HR","4","38","Unvetted","OH","BZE","Columbus","LCK","US","BZ-BZ","BZ","Belize City","Medical"
"665","30","Pauli Rodriguez","1971-06-10","Energy manager","Ghana","RU","RU",,,"1","45","Low Risk","MN","UFA","Rochester","RST","US","RU-BA","RU","Ufa","Other"
"668","100","Rose Williams","1973-06-15","Water engineer","Ghana","AR,JP,ES,AE","AR","JP","ES","4","43","Unvetted","LA","EZE","Bossier City","BAD","US","AR-B","AR","Buenos Aires","Engineering"
"672","100","Isa Thompson","1991-10-11","Retail manager","Ghana","AE,JP,KH,OM,SI,TN,UY,NG,KH,AM,BE,PG","AE","JP","KH","12","25","Unvetted","FL","SHJ","Fort Lauderdale","FLL","US","AE-SH","AE","Sharjah","Retail"
"227","100","Kris Tricia Williams","1978-08-28","Politician's assistant","Ghana","UZ,CL,AT,BN,RU,FR,OM,TH","UZ","CL","AT","8","38","Unvetted","WV","TAS","Charleston","CRW","US","UZ-TO","UZ","Tashkent","Government"
"231","100","Jese Griffith","1981-09-24","Therapist, art","Ghana","AT,UZ,KW,AM,IE","AT","UZ","KW","5","35","Unvetted","HI","VIE","Honolulu","HNL","US","AT-9","AT","Vienna","Medical"
"234","30","Samantha Moore","1984-04-28","Operations geologist","Brazil","PT,SD,KE,OM,GR,IN","PT","SD","KE","6","32","Low Risk","OK","FAO","Enid","END","US","PT-08","PT","Faro","Science"
"237","100","Emily Gabby Morris","1994-08-26","Information officer","Ghana","IE,AR,AE,NG","IE","AR","AE","4","22","Unvetted","TX","SNN","Fort Worth","FTW","US","IE-CE","IE","Shannon","Government"
"241","20","Rhonda Tammy Prince","2000-06-06","Historic buildings inspector/conservation officer","Ghana","AE,LU,BS,NL","AE","LU","BS","4","16","Medium Risk","MA","DWC","Boston","BOS","US","AE-DU","AE","Jebel Ali","Government"
"244","100","Susan Thompson","1974-01-20","Banker","Ghana","PL,RS,PA,OM,KE","PL","RS","PA","5","43","Unvetted","IN","WAW","Fort Wayne","FWA","US","PL-MZ","PL","Warsaw","Finance"
"247","30","Dawnie Stephanie Martin","1998-11-02","General practice doctor","Ghana","QA,GE,SD,UA,GE,CH,SG","QA","GE","SD","7","18","Low Risk","IN","DOH","Fort Wayne","FWA","US","QA-DA","QA","Doha","Medical"
"251","100","Mandie Schneider","1998-05-20","Secondary school teacher","Ghana","JO,OM","JO","OM",,"2","18","Unvetted","MS","AMM","Columbus","CBM","US","JO-AM","JO","Amman","Education"
"254","100","Robbi Austin","1988-10-21","Designer, fashion/clothing","Ghana","FR,BH,TR,IQ,QA,BZ,IE,GB,UZ","FR","BH","TR","9","28","Unvetted","FL","ORY","Fort Lauderdale","FLL","US","FR-J","FR","Paris","Retail"
"257","100","Kelly Nicole Gross","1981-08-14","Librarian, academic","Ghana","KH,PT,OM,HU","KH","PT","OM","4","35","Unvetted","TX","PNH","Dallas","DAL","US","KH-8","KH","Phnom Penh","Education"
"261","30","Sandra Erica Hill","1999-12-19","Surveyor, planning and development","Ghana","UZ,SA","UZ","SA",,"2","17","Low Risk","SC","TAS","Charleston","CHS","US","UZ-TO","UZ","Tashkent","Construction"
"264","100","Jody Jessy Swanson","1971-12-22","Metallurgist","Ghana","PT,OM","PT","OM",,"2","45","Unvetted","LA","OPO","Shreveport","SHV","US","PT-13","PT","Porto","Science"
"267","100","Gin Ross","1992-06-09","Metallurgist","Ghana","RU,IT,BN,LT,SG,RS,BG","RU","IT","BN","7","24","Unvetted","PA","KUF","Erie","ERI","US","RU-SAM","RU","Samara","Science"
"271","100","Tami Annee Barnes","1992-11-06","Therapeutic radiographer","Ghana","AE,GB,MY,SE,DK","AE","GB","MY","5","24","Unvetted","MO","DWC","St Louis","STL","US","AE-DU","AE","Jebel Ali","Medical"
"274","100","Frances Harris","1986-12-18","Chartered accountant","Ghana","FI,NG,FI,OM,UY","FI","NG","FI","5","30","Unvetted","CA","HEL","Ontario","ONT","US","FI-ES","FI","Helsinki","Finance"
"277","100","Kaitlin Young","2001-08-13","Press photographer","Ghana","JO,OM","JO","OM",,"2","15","Unvetted","DE","AMM","Dover","DOV","US","JO-AM","JO","Amman","Journalism"
"281","100","Teresa Shannie Smith","1977-12-08","Paediatric nurse","Ghana","RU,GB","RU","GB",,"2","39","Unvetted","MN","VKO","Hibbing","HIB","US","RU-MOS","RU","Moscow","Medical"
"284","100","Emmie Caldwell","1971-07-05","Broadcast presenter","Ghana","OM,PH,SN","OM","PH","SN","3","45","Unvetted","CA","JNJ","Santa Ana","SNA","US","OM-WU","OM","Duqm","Journalism"
"287","100","Lauren Lawrence","1989-05-11","Pathologist","Ghana","PA,IN,OM","PA","IN","OM","3","27","Unvetted","GA","PTY","Augusta","AGS","US","PA-8","PA","Tocumen","Medical"
"291","10","Lis Smith","2002-01-29","Actor","Ghana","MY,RU","MY","RU",,"2","15","High Risk","WA","KUL","Seattle","BFI","US","MY-14","MY","Kuala Lumpur","Arts"
"294","20","Alyssa Cortez","1993-04-07","Fish farm manager","Ghana","AU,ZA,QA","AU","ZA","QA","3","23","Medium Risk","PA","BNE","Pittsburgh","PIT","US","AU-QLD","AU","Brisbane","Other"
"297","10","Sabrina Johnson","1999-04-13","Translator","Ghana","OM,SG,IN","OM","SG","IN","3","17","High Risk","CA","JNJ","Los Angeles","LAX","US","OM-WU","OM","Duqm","Other"
"302","100","Karrie Katherine Kelley","1990-07-19","Learning disability nurse","Ghana","RU","RU",,,"1","26","Unvetted","MO","CKL","Springfield","SGF","US","RU-MOS","RU","Moscow","Medical"
"305","10","Jennifer Cruz","2002-01-18","Civil engineer, consulting","Ghana","AM,EC,KH,RU,HU,PH","AM","EC","KH","6","15","High Risk","CO","EVN","Denver","DEN","US","AM-ER","AM","Yerevan","Engineering"
"308","30","Ray Whitney Richardson","1998-07-18","Conservator, museum/gallery","Ghana","RU","RU",,,"1","18","Low Risk","AZ","CKL","Glendale","LUF","US","RU-MOS","RU","Moscow","Arts"
"312","20","Toni Jul Miller","1981-04-08","Animal technologist","Ghana","AE,KY","AE","KY",,"2","35","Medium Risk","CA","SHJ","San Francisco","SFO","US","AE-SH","AE","Sharjah","Other"
"315","100","Jennifer White","1993-07-26","Higher education careers adviser","Ghana","TH,UZ","TH","UZ",,"2","23","Unvetted","CA","DMK","Oakland","OAK","US","TH-10","TH","Bangkok","Education"
"318","100","Maria Howard","1985-12-11","Paediatric nurse","Ghana","AE,DO,AZ,CA,KH,GE,KW,CL","AE","DO","AZ","8","31","Unvetted","CA","SHJ","Los Angeles","LAX","US","AE-SH","AE","Sharjah","Medical"
"322","100","Monica Wheeler","1975-02-01","Magazine journalist","Ghana","SA,OM,LK","SA","OM","LK","3","42","Unvetted","TX","MED","Dallas-Fort Worth","DFW","US","SA-03","SA","Medina","Journalism"
"325","30","Christee Miller","2000-09-04","Site engineer","Ghana","AE","AE",,,"1","16","Low Risk","MO","DXB","Kansas City","MCI","US","AE-DU","AE","Dubai","Construction"
"328","100","Brianna Kim Williams","1971-02-10","Clinical embryologist","Ghana","AE,RS,EE","AE","RS","EE","3","46","Unvetted","FL","AUH","Tampa","TPA","US","AE-AZ","AE","Abu Dhabi","Medical"
"332","100","Cheryl Cind Lara","1994-03-03","Chiropodist","Ghana","AE,PT,BS,PG","AE","PT","BS","4","23","Unvetted","OH","SHJ","Columbus","LCK","US","AE-SH","AE","Sharjah","Medical"
"335","30","Carrie Daisy Miller","1997-03-11","Accounting technician","Ghana","EG,AR,PA,DZ,RU,RU,AL","EG","AR","PA","7","20","Low Risk","CA","HRG","San Jose","SJC","US","EG-BA","EG","Hurghada","Finance"
"897","100","Stacy Vargas","1997-09-10","Conservator, furniture","Ghana","QA,GH","QA","GH",,"2","19","Unvetted","SC","DOH","Charleston","CHS","US","QA-DA","QA","Doha","Arts"
